ID;Nombre;Nombre Centro Control;Nombre Propietario;Nombre Coordinado;Número;Nemotecnico;Descripcion;Región;Provincia;Comuna;5.1 Barras por nivel de tensión y su respectiva capacidad térmica, en función de la T° ambiente y T° conductor (Tabla de Relación Corriente – Temperatura);5.2 Tipo de configuración (barra simple, barra doble, interruptor y medio, etc.);5.3 Equipos de transformación;5.4 Interruptores (especificar si corresponden a interruptores de paño de línea, seccionadores de barra, de transferencia, u otros);5.5 Desconectadores;5.6 Conexiones de puesta a tierra. Indicar si la subestación posee conexiones y sus ubicaciones;5.7 Equipos de medida;5.8 Equipos de sincronización;5.9 Equipos de comunicaciones;5.10 Sistemas de protección;5.11 Transformadores de medida (corriente y tensión);5.12 Pararrayos;5.13 Fecha de entrada en operación;Coordenada Este;Coordenada Norte;Zona o Huso [Ej: 18H-19J etc.];1 Diagrama unilineal, señalando capacidad nominal de equipos primarios  (*.dwg y *.pdf);2 Plano de planta y elevación de la subestación (*dwg y *. pdf);3 Plano de la malla de tierra: aérea y subterránea (*dwg y *.pdf);4 Diagramas unilineales de los servicios auxiliares de CA y CC (*.dwg y *.pdf);5 Disposición de equipos en sala de servicios generales.
959;S/E LIRQUEN INDURA;INDURA S.A.;INDURA S.A.;INDURA S.A.;2;SE002L0004;;BÍO BÍO;CONCEPCIÓN;PENCO;ID1146-BA S/E LIRQUEN INDURA 66kV BP1, ID2894-BA S/E LIRQUEN INDURA 6KV;BARRA SIMPLE;SI;SI;SI;NO;NO;NO;NO;SI;SI;SI;1995;680945,03;5934419,46;18H;1.- DIAGRAMA UNILINEALPLANTA INDURA LIRQUEN;2.-PLANTA GENERAL DISTIBUCION DE EQUIPOS SITUACION PROYECTADA;3.-INTERCONEXION DE MALLAS EXISTENTE;4.-PLANTA GENERAL DISTIBUCION DE EQUIPOS SITUACION EXISTENTE;4.-PLANTA GENERAL DISTIBUCION DE EQUIPOS SITUACION EXISTENTE 5.-PLANTA GENERAL SUBESTACION ELECTRICA#1
960;S/E MAPAL;SISTEMA DE TRANSMISIÓN DEL SUR S.A.;SAGESA S.A.;SOCIEDAD GENERADORA AUSTRAL S.A.;2;SE002G0018;;BÍO BÍO;CONCEPCIÓN;SAN PEDRO DE LA PAZ;ID3565-BA SE MAPAL 23KV;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;1994;665646,31;5918217,62;18H;"Se Adjunta en archivo "" C-970-00-000-09-B_Diagrama Unilineal General Layout1 (1).pdf""";Se adjunta en planos C 218-52e-1L1 al C 218-52e-1L1 a C 218-52e-1L3;Se adjunta en planos C 218-56e-1L1 a C 218-56e-1L3;Se adjunta  en planos C 218-54e-2L6 a C 218-54e-2L8;Anexo 5-Disposición de equipos SSG-Mapal
962;S/E FIBRANOVA;MASISA S.A.;MASISA S.A.;MASISA S.A.;3;SE003L0044;;BÍO BÍO;BÍO BÍO;CABRERO;"1119_BA S/E FIBRANOVA 66KV; 1120_BA S/E FIBRANOVA 13.2KV";BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;1997;731629,68;5897308,28;18H;962_Diagrama Unilineal Funcional SSEE Fibranova;962_Planos SSEE Fibranova Planta Cabrero;962_Memoria Calculo Puesta A tierra 1997;962_Diagrama Unilineal Servicios Auxiliares-20191204T001816Z-001;
963;S/E METRO;EMPRESA DE TRANSPORTE DE PASAJEROS METRO S.A.;EMPRESA DE TRANSPORTE DE PASAJEROS METRO S.A.;EMPRESA DE TRANSPORTE DE PASAJEROS METRO S.A.;1;SE001L0014;;METROPOLITANA DE SANTIAGO;SANTIAGO;SANTIAGO;;DOBLE BARRA;SI;SI;SI;NO;NO;NO;NO;;SI;;17/04/1975 12:00:00 a.m.;346123,98;6298015,72;19H;;;;;
964;S/E MINERA FRANKE;SOCIEDAD CONTRACTUAL MINERA FRANKE;SOCIEDAD CONTRACTUAL MINERA FRANKE;SOCIEDAD CONTRACTUAL MINERA FRANKE;1;SE001L0073;;ATACAMA;ANTOFAGASTA;TALTAL;;;SI;NO;SI;NO;NO;NO;NO;;SI;;07/01/2009 12:00:00 a.m.;411589,94;7142035,22;19J;Diagrama Unilineal General Subestación Eléctrica Franke PDF y DWG;Diagrama Unilineal General Subestación Eléctrica Corte y Detalles Franke;Malla Puesta a Tierra Patio 110-23 KV PDF y DWG  Malla Puesta a Tierra Patio 110-23 KV Detalles de Equipos PDF y DWG;Diagrama Elemental de Servicios Auxiliares C.C. y C.A.  Franke PDF y DWG;Disposición de Equipos Servicios Generales PDF y DWG
965;S/E MINERA LA CANDELARIA;AES ANDES S.A.;COMPAÑÍA CONTRACTUAL MINERA CANDELARIA;COMPAÑÍA CONTRACTUAL MINERA CANDELARIA;1;SE001L0057;;ATACAMA;COPIAPÓ;TIERRA AMARILLA;"ID1125-BA S/E MINERA LA CANDELARIA 220KV BP1
ID1126-BA S/E MINERA LA CANDELARIA 23KV BP1
ID1127-BA S/E MINERA LA CANDELARIA 23KV BP2
ID1349-BA S/E MINERA LA CANDELARIA 23KV BP3";BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;01-01-94;371248;6954217,012;19J;Anexo 1-DU-Funcional-SE CANDELARIA-220-23kV.rar;Anexo 2-Plano de planta y elevación-SSEE CANDELARIA-220-23kV.rar;Anexo 3-Plano de malla a tierra subterránea-SE MINERA LA CANDELARIA.rar;;Anexo 5-Disposición de equipos SSG (Sala Eléctrica)-SE CANDELARIA.rar
966;S/E LAS LUCES;MINERA LAS CENIZAS S.A.;MINERA LAS CENIZAS S.A.;MINERA LAS CENIZAS S.A.;1;SE001L0070;;ANTOFAGASTA;ANTOFAGASTA;TALTAL;"ID1129: BA S/E LAS LUCES 34.65KV BP1; ID1821: BA S/E LAS LUCES 110kV";BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;DUF_SE LAS LUCES.dwg/pdf;SI;SI;01/01/2008 12:00:00 A.M.;362887;7154971,012;19J;DUF_SE LAS LUCES.dwg/pdf;"PLN-887B-EE-001-1.dwg/pdf; PLN-887B-EE-002-1.dwg/pdf";PLN-887B-EE-003-1.dwg/pdf;"LLU-EL-102.dwg/pdf; LLU-EL-103.dwg/pdf; LLU-EL-104.dwg/pdf; LLU-EL-105.dwg/pdf";PLN-887B-EE-005-1.dwg/pdf
967;S/E PLANTA OXIDO;MINERA LAS CENIZAS S.A.;MINERA LAS CENIZAS S.A.;MINERA LAS CENIZAS S.A.;2;SE002L0070;;ANTOFAGASTA;ANTOFAGASTA;TALTAL;"ID1130: BA SE PLANTA OXIDO 33kV; ID1822: BA SE PLANTA OXIDO 110kV";BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;DUF_SE PLANTA OXIDO.dwg/pdf;SI;SI;01/01/2008 12:00:00 a.m.;368599;7146065,012;19J;DUF_SE PLANTA OXIDO.dwg/pdf;"PLN-887A-EE-020-1.dwg/pdf; PLN-887A-EE-021-1.dwg/pdf";PLN-887A-EE-022-1.dwg/pdf;"POX-EL-102.dwg/pdf; POX-EL-103.dwg/pdf; POX-EL-104.dwg/pdf; POX-EL-105.dwg/pdf";PLN-887A-EE-024-1.dwg/pdf
968;S/E CABILDO (DREIM);MINERA LAS CENIZAS S.A.;MINERA LAS CENIZAS S.A.;MINERA LAS CENIZAS S.A.;3;SE003L0070;;ATACAMA;;;;;;;SI;;;;;;SI;;;;;;;;;;
969;S/E LA COIPA;CIA. MINERA MANTOS DE ORO;CIA. MINERA MANTOS DE ORO;CIA. MINERA MANTOS DE ORO;1;SE001L0053;;ATACAMA;COPIAPÓ;COPIAPÓ;SI;BARRA SIMPLE;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;1990;473440;7032649,012;19J;"969_DIAGRAMA UNILINEAL SSEE LA COIPA.DWG  -  
969_DIAGRAMA UNILINEAL GENERAL LA COIPA.DOCX  -  
969_DIAGRAMA UNILINEAL SSEE LA COIPA.PDF";"969_PLANO DE PLANTA.JPG-969_PLANO ELEVACION.JPG - 
969_A1-273-69003-DISPOSICONEQUIPOSDETALLEMONTAJE.PDF";Plano malla SE La Coipa.dwg;969_DIAGRAMA CA.PNG-969_DIAGRAMA CC.PNG;969_DISPOSSICION DE EQUIPOS SWITCHGEAR.PNG
972;S/E MINERA MARICUNGA;AES ANDES S.A.;COMPAÑÍA MINERA MARICUNGA;COMPAÑÍA MINERA MARICUNGA;1;SE001L0050;;ATACAMA;COPIAPÓ;TIERRA AMARILLA;;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;01/01/2005 12:00:00 a.m.;471524,24;6952876,78;19J;;;;;
973;S/E MINERA OJOS DEL SALADO;AES ANDES S.A.;COMPAÑÍA CONTRACTUAL MINERA OJOS DEL SALADO;COMPAÑÍA CONTRACTUAL MINERA OJOS DEL SALADO;1;SE001L0052;;ATACAMA;;;;;;;SI;;;;;;SI;;;;;;;;;;
974;S/E LOS PIUQUENES;MINERA LOS PELAMBRES;MINERA LOS PELAMBRES;MINERA LOS PELAMBRES;1;SE001L0051;;COQUIMBO;CHOAPA;SALAMANCA;Archivo Adjunto;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;Archivo adjunto;SI;SI;09-11-1999;350593;6479320,013;19J;GCP-1001-01-CS-0150-0741-E-DW-00001000 Diagrama Unilineal Funcional Piuquenes.pdf;Anexo 2-Plano de planta y elevación - LOS PIUQUENES - J;"Anexo 3-Plano de malla a tierra; aérea; subterránea-LOS PIUQUENES-1";ANEXO 4- DU-SSAA-CA-CC-LOS PIUQUENES;ANEXO 5- DISPOSICION DE EQUIPOS SSG-LOS PIUQUENES
975;S/E MAURO;MINERA LOS PELAMBRES;MINERA LOS PELAMBRES;MINERA LOS PELAMBRES;2;SE002L0051;;COQUIMBO;CHOAPA;LOS VILOS;Archivo Adjunto;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;Archivo Adjunto;SI;SI;20-12-2006;310382,67;6464131,93;19J;Anexo 1 - DU-FUNCIONAL - MAURO - J;Anexo 2-Plano de planta y elevación - MAURO;"Anexo 3-Plano de malla a tierra; aérea; subterránea-MAURO";ANEXO 4- DU-SSAA-CA-CC-MAURO;ANEXO 5 - Disposición Sala Eléctrica SE Mauro
977;S/E MINERA TECK CDA 110 KV;AES ANDES S.A.;COMPAÑÍA MINERA TECK CARMEN DE ANDACOLLO;COMPAÑÍA MINERA TECK CARMEN DE ANDACOLLO;1;SE001L0059;;COQUIMBO;ELQUI;ANDACOLLO;no aplica;BARRA SIMPLE;SI;SI;SI;NO;SI;NO;NO;SI;SI;NO;01/07/1996 12:00:00 a.m.;298730,9999;6650493,015;19J;Anexo 1-DU-Funcional-SE MINERA TECK CDA 110kV.rar;no aplica;no aplica;no aplica;no aplica
978;S/E MINERA TECK CDA 220 KV;AES ANDES S.A.;COMPAÑÍA MINERA TECK CARMEN DE ANDACOLLO;COMPAÑÍA MINERA TECK CARMEN DE ANDACOLLO;3;SE003L0059;;COQUIMBO;ELQUI;ANDACOLLO;ID1201-BA S/E MINERA TECK CDA 220 KV 220KV BP1;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;01-12-09;298712,48;6650470,773;19J;Anexo 1-DU-Funcional-SE MINERA TECK CDA 220-13.8kV.rar;Anexo 2-Plano de planta y elevación-SE MINERA TECK CDA 220 KV-220-13.8kV.rar;;"Anexo 4-DU-SSAA-CA; CC-SE MINERA TECK CDA 220 KV.rar";Anexo 5-Disposicion de equipos SSG-SE MINERA TECK CDA 220 KV.rar
979;S/E MINERA VALLE CENTRAL;MINERA VALLE CENTRAL S.A.;MINERA VALLE CENTRAL S.A.;MINERA VALLE CENTRAL S.A.;1;SE001L0049;;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;REQUÍNOA;ID1134-BA S/E MINERA VALLE CENTRAL 4.16KV SWITCHGEAR 1 ID1135-BA S/E MINERA VALLE CENTRAL 4.16KV SWITCHGEAR 2 ID1136-BA S/E MINERA VALLE CENTRAL 23KV SWITCHGEAR 3 ID1322-BA S/E MINERA VALLE CENTRAL 154KV;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;01/01/1997 12:00:00 A.M.;345731,39;6209782,74;19H;D.U SIMPLIFICADO M.V.C rev9;Anexo 2-Plano de planta y elevación-SE MINERA VALLE CENTRAL-154kV-23kV-4.16kV.rar;"Anexo 3-Plano de malla a tierra; aérea; subterránea-SE MINERA VALLE CENTRAL.rar";"Anexo 4-DU-SSAA-CA; CC-SE MINERA VALLE CENTRAL.rar";
980;S/E OXY;OCCIDENTAL CHEMICAL CHILE LTDA.;OCCIDENTAL CHEMICAL CHILE LTDA.;OCCIDENTAL CHEMICAL CHILE LTDA.;1;SE001L0043;;BÍO BÍO;CONCEPCIÓN;TALCAHUANO;Sin informacion;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;;SI;SI;01/01/1970 12:00:00 a.m.;667514;5929845;18H;T09A-41-1n_RevD;T09B-42-1n / T09B-42-2n;TO9B-42-10n / TO9B-42-11n / 002-210-E;PQ-54E-8_Rev1 / PQ-54E-9_Rev1;003-210-E
982;S/E PAPELERA BIO BIO;INVERSIONES BO PAPER S.A.;INVERSIONES BO PAPER S.A.;INVERSIONES BO PAPER S.A.;1;SE001L0041;;BÍO BÍO;CONCEPCIÓN;SAN PEDRO DE LA PAZ;Limite Termico Cu 2-0 I vs. T amb;BARRA SIMPLE;SI;SI;SI;SI;SI;SI;NO;Informe  Ajuste de Protecciones;SI;SI;1955;669732,287;5921872,35;18H;Diagrama unilileal SSEE;Planta general y cortes de elevacion;Malla de Tierra;Servicios auxiliares;Sin información
984;S/E PETROQUIM;PETROQUIM S.A.;PETROQUIM S.A.;PETROQUIM S.A.;1;SE001L0035;;BÍO BÍO;CONCEPCIÓN;HUALPÉN;"ID1590-BA S/E PETROQUIN 66KV; BA S/E PETROQUIN 6KV";BARRA SIMPLE;SI;SI;SI;NO;NO;NO;NO;SI;SI;SI;01-12-1999;667763,16;5928172,58;18H;Anexo 1-DU-FUNCIONAL-PETROQUIM 66-6kV;ANEXO 2-PLANO DE PLANTA Y ELEVACIÓN-PETROQUIM 66-6kV;"ANEXO 3-PLANO DE MALLA A TIERRA; AÉREA; SUBTERRANEA-PETROQUIM";"ANEXO 4-DU-SSAA-CA;CC-PETROQUIM";ANEXO 5-DISPOSICIÓN DE EQUIPOS SSG-PETROQUIM
993;S/E FPC;FORESTAL Y PAPELERA CONCEPCIÓN S.A.;FORESTAL Y PAPELERA CONCEPCIÓN S.A.;FORESTAL Y PAPELERA CONCEPCIÓN  S.A.;66;SE066L0081;;BÍO BÍO;CONCEPCIÓN;CORONEL;'Cu 500 MCM I vs Tamb en 15 kV.XLSx;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;SI;Diagrama Unilineal SE FPC TISSUE.dwg;SI;SI;03-03-2015;664278,43;5910783,96;18H;Diagrama Unilineal SE FPC TISSUE.dwg;;;;
995;S/E TAP OFF PUNTA PEUCO;CHILQUINTA DISTRIBUCIÓN S.A.;COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.;COMPAÑÍA TRANSMISORA DEL NORTE GRANDE S.A.;3;SE003T0048;;METROPOLITANA DE SANTIAGO;CHACABUCO;TILTIL;(ID 1263_BA TAP OFF PUNTA PEUCO HBP);BARRA SIMPLE;SI;SI;SI;NO;SI;NO;SI;SI;SI;NO;01-01-1965;329534,0699;6334037,054;19H;"SE56-PL-EF-001-00-R01.dwg; SE56-PL-EF-001-00-R01.pdf";995_ANEXOS - SE TAP OFF PUNTA PEUCO;995_ANEXOS - SE TAP OFF PUNTA PEUCO;995_ANEXOS - SE TAP OFF PUNTA PEUCO;995_ANEXOS - SE TAP OFF PUNTA PEUCO
997;TAP OFF PORTO VIENTO;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;218;SE218T0058;;BÍO BÍO;CONCEPCIÓN;CORONEL;;OTRA;NO;NO;SI;NO;NO;NO;NO;NO;SI;NO;01-01-1999;663752,49;5907004,53;18H;997 Anexo 1-DU-Funcional-TAP OFF PORTO VIENTO-KV.zip;997 Anexo 2-Plano de planta y elevación-TAP OFF PORTO VIENTO-KV.zip;"997 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF PORTO VIENTO.zip";;no aplica
998;TAP OFF POLPAICO;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;95;SE095T0058;;BÍO BÍO;CONCEPCIÓN;CORONEL;;OTRA;NO;NO;SI;NO;NO;NO;NO;NO;SI;NO;01-01-1999;662780,69;5906148,24;18H;998 Anexo 1-DU-Funcional-TAP OFF POLPAICO-KV.zip;998 Anexo 2-Plano de planta y elevación-TAP OFF POLPAICO-KV.zip;"998 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF POLPAICO.zip";;no aplica
999;TAP OFF GRANEROS;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;97;SE097T0058;;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;GRANEROS;ID1260-BA TAP GRANEROS 66KV;BARRA SIMPLE;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;01-01-1944;342327,93;6229789,86;19H;999 Anexo 1-DU-Funcional-TAP OFF GRANEROS-66KV.zip;999 Anexo 2-Plano de planta y elevación-TAP OFF GRANEROS-66KV.zip;"999 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF GRANEROS.rar";no aplica;no aplica
1000;TAP OFF HOSPITAL;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;98;SE098T0058;;METROPOLITANA DE SANTIAGO;MAIPO;PAINE;no aplica;NO;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;01-01-1944;338865,68;6251525,69;19H;1000 Anexo 1-DU-Funcional-TAP OFF HOSPITAL-KV.zip;1000 Anexo 2-Plano de planta y elevación-TAP OFF HOSPITAL-KV.zip;"1000 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF HOSPITAL.zip";;no aplica
1001;TAP OFF LA PALOMA;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;99;SE099T0058;;LIBERTADOR GENERAL BERNARDO OHIGGINS;COLCHAGUA;SAN FERNANDO;no aplica;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;19-01-1995;20392,7;74591,6;19H;1001 Anexo 1-DU-Funcional-TAP OFF LA PALOMA-66KV.rar;1001 Anexo 2-Plano de planta y elevación-TAP OFF LA PALOMA-66KV.rar;"1001 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF LA PALOMA.rar";no aplica;no aplica
1002;TAP OFF LOMA COLORADA;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;101;SE101T0058;;BÍO BÍO;CONCEPCIÓN;SAN PEDRO DE LA PAZ;no aplica;OTRA;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;01-01-1985;666852,0989;5916545,182;18H;1002 Anexo 1-DU-Funcional-TAP OFF LOMA COLORADA-KV.zip;1002 Anexo 2-Plano de planta y elevación-TAP OFF LOMA COLORADA-KV.zip;;"1002 Anexo 4-DU-SSAA-CA; CC-TAP OFF LOMA COLORADA.zip";no aplica
1004;TAP OFF NIQUEN;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;104;SE104T0058;;ÑUBLE;PUNILLA;ÑIQUÉN;no aplica;OTRA;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;21-12-1964;245723,99;5978173,1;19H;1004 Anexo 1-DU-Funcional-TAP OFF NIQUEN-KV.zip;1004 Anexo 2-Plano de planta y elevación-TAP OFF NIQUEN-KV.zip;"1004 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF NIQUEN.zip";;no aplica
1005;TAP OFF VICTORIA FFCC;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;105;SE105T0058;;ARAUCANÍA;MALLECO;VICTORIA;ID4183-BA SE TAP OFF VICTORIA FFCC 66kV BP1;OTRA;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;01-01-1980;732575,93;5764344,38;18H;1005 Anexo 1-DU-Funcional-TAP OFF VICTORIA FFCC-KV.zip;1005 Anexo 2-Plano de planta y elevación-TAP OFF VICTORIA FFCC-KV.zip;"1005 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF VICTORIA FFCC.zip";;
1006;TAP OFF QUINTA;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;106;SE106T0058;;LIBERTADOR GENERAL BERNARDO OHIGGINS;COLCHAGUA;CHIMBARONGO;;BARRA SIMPLE;SI;SI;SI;SI;SI;NO;NO;SI;SI;NO;01-01-1948;310771,17;6147567,93;19H;1006 Anexo 1-DU-Funcional-TAP OFF QUINTA-66KV.zip;1006 Anexo 2-Plano de planta y elevación-TAP OFF QUINTA-66KV.zip;"1006 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF QUINTA.zip";"1006 Anexo 4-DU-SSAA-CA; CC-TAP OFF QUINTA.zip";1006 Anexo 5-Disposicion de equipos SSG-TAP OFF QUINTA.zip
1007;TAP OFF RENGO;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;107;SE107T0058;;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;RENGO;;BARRA SIMPLE;NO;NO;SI;SI;NO;NO;NO;NO;SI;NO;01-01-1948;329821,34;6190220,93;19H;1007 Anexo 1-DU-Funcional-TAP OFF RENGO-66KV.zip;1007 Anexo 2-Plano de planta y elevación-TAP OFF RENGO-66KV.zip;"1007 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF RENGO.zip";;no aplica
1010;TAP OFF TRES ESQUINAS;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;113;SE113T0058;;ÑUBLE;DIGUILLÍN;BULNES;;BARRA SIMPLE;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;01-01-1960;751976,07;5923724,52;18H;1010 Anexo 1-DU-Funcional-TAP OFF TRES ESQUINAS-KV.zip;1010 Anexo 2-Plano de planta y elevación-TAP OFF TRES ESQUINAS-KV.zip;"1010 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF TRES ESQUINAS.zip";;no aplica
1011;TAP OFF METRENCO;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;114;SE114T0058;;ARAUCANÍA;CAUTÍN;PADRE LAS CASAS;;OTRA;NO;NO;SI;SI;NO;NO;NO;NO;SI;NO;01-01-1980;705580,9904;5699431,41;18H;1011 Anexo 1-DU-Funcional-TAP OFF METRENCO-KV.zip;1011 Anexo 2-Plano de planta y elevación-TAP OFF METRENCO-KV.zip;"1011 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF METRENCO.zip";;
1013;TAP OFF LONGAVI;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;122;SE122T0058;;MAULE;LINARES;LONGAVÍ;no aplica;OTRA;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;01-01-1960;256868,56;6016845,36;19H;1013 Anexo 1-DU-Funcional-TAP OFF LONGAVI-66KV.zip;1013 Anexo 2-Plano de planta y elevación-TAP OFF LONGAVI-66KV.zip;"1013 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF LONGAVI.zip";no aplica;no aplica
1014;TAP OFF RENAICO;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;123;SE123T0058;;ARAUCANÍA;MALLECO;RENAICO;;OTRA;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;01-01-1980;713390,04;5827432,76;18H;1014 Anexo 1-DU-Funcional-TAP OFF RENAICO-66KV.zip;1014 Anexo 2-Plano de planta y elevación-TAP OFF RENAICO-66KV.zip;"1014 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF RENAICO.zip";;no aplica
1016;TAP OFF LAUTARO FFCC;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;125;SE125T0058;;ARAUCANÍA;CAUTÍN;LAUTARO;;OTRA;NO;NO;SI;SI;NO;NO;NO;NO;SI;NO;01-01-1980;721695,7479;5733434,051;18H;1016 Anexo 1-DU-Funcional-TAP OFF LAUTARO FFCC-KV.zip;1016 Anexo 2-Plano de planta y elevación-TAP OFF LAUTARO FFCC-KV.zip;"1016 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF LAUTARO FFCC.zip";;
1017;TAP OFF LOS LIRIOS;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;138;SE138T0058;;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;REQUÍNOA;;BARRA SIMPLE;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;01-01-1960;337643,21;6210367,89;19H;1017 Anexo 1-DU-Funcional-TAP OFF LOS LIRIOS-66KV.zip;1017 Anexo 2-Plano de planta y elevación-TAP OFF LOS LIRIOS-66KV.zip;"1017 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF LOS LIRIOS.zip";;
1021;TAP OFF CERRO CHEPE;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;143;SE143T0058;;BÍO BÍO;CONCEPCIÓN;CONCEPCIÓN;no aplica;OTRA;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;01-01-1949;671834,51;5922960,78;18H;1021 Anexo 1-DU-Funcional-TAP OFF CERRO CHEPE-KV.zip;1021 Anexo 2-Plano de planta y elevación-TAP OFF CERRO CHEPE-KV.zip;"1021 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF CERRO CHEPE.zip";;no aplica
1023;TAP OFF SAN GREGORIO;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;CGE TRANSMISIÓN S.A.;153;SE153T0058;;ÑUBLE;PUNILLA;ÑIQUÉN;ID1260-BA TAP GRANEROS 66kV;BARRA SIMPLE;SI;NO;SI;SI;NO;NO;NO;NO;SI;NO;01-01-2004;246784,08;5981472,19;19H;1023 Anexo 1-DU-Funcional-TAP OFF SAN GREGORIO-KV.rar;1023 Anexo 2-Plano de planta y elevación-TAP OFF SAN GREGORIO-KV.zip;"1023 Anexo 3-Plano de malla a tierra; aérea; subterránea-TAP OFF SAN GREGORIO.rar";no aplica;no aplica
1033;TAP OFF PUNTA DE CORTES;TRANSELEC S.A.;TRANSELEC S.A.;TRANSELEC S.A.;42;SE042T0002;;LIBERTADOR GENERAL BERNARDO OHIGGINS;CACHAPOAL;RANCAGUA;no aplica;BARRA SIMPLE;NO;SI;SI;SI;NO;NO;NO;SI;SI;NO;19-08-2017 0:00:00;330403,12;6215957,54;19H;POC-10-CP-PL-0001-L0000;2-PLANO DE PLANTA Y ELEVACION-SE PUNTA DE CORTES-220KV;3-PLANO DE MALLA TIERRA, AEREA Y SUBTERRANEA-SE PUNTA DE CORTES;4-DU-SSAA-CA Y CC-SE PUNTA DE CORTES;CARPETA VACIA
